TT,Lĩnh vực,Câu hỏi,Loại,Các đáp án lựa chọn (Điểm - Rủi ro),Các khuyến nghị xử lý
81,Nguyên nhân khác / Rủi ro bổ sung,Cơ sở có các biện pháp bảo mật vật lý để ngăn ngừa hành vi phóng hỏa cố ý không?,single,"A) Có camera giám sát 24/7, bảo vệ trực, hàng rào/cổng kín, chiếu sáng an ninh ngoài trời [Điểm: 0, Rủi ro: safe]
B) Có camera và khóa cổng nhưng không có bảo vệ trực ngoài giờ làm việc [Điểm: 1, Rủi ro: low]
C) Không có camera, cổng lỏng lẻo, người lạ có thể xâm nhập khuôn viên dễ dàng [Điểm: 2, Rủi ro: high]
D) Khuôn viên mở, không bảo mật, đã có dấu hiệu bị đe dọa hoặc phá hoại [Điểm: 3, Rủi ro: critical]","- Nếu chọn (C): Khắc phục: Không có camera, cổng lỏng lẻo, người lạ có thể xâm nhập khuôn viên dễ dàng. Liên hệ đơn vị chuyên môn để được tư vấn giải pháp cụ thể.
- Nếu chọn (D): Tăng cường an ninh: camera giám sát, bảo vệ 24/7. Phối hợp công an địa phương trong phòng ngừa."
82,Nguyên nhân khác / Rủi ro bổ sung,"Cơ sở lân cận (hàng xóm, cơ sở cùng khu công nghiệp) có mang lại rủi ro cháy lan sang cơ sở của bạn không?",single,"A) Có tường ngăn cháy với cơ sở bên cạnh, khoảng cách an toàn đủ theo quy định [Điểm: 0, Rủi ro: safe]
B) Liền kề nhưng cơ sở bên cạnh có hoạt động ít nguy cơ cháy (văn phòng, trường học) [Điểm: 1, Rủi ro: low]
C) Liền kề cơ sở có nguy cơ cháy cao (kho hàng, xưởng gỗ) mà không có tường ngăn cháy [Điểm: 2, Rủi ro: high]
D) Sát nhà hàng xóm kinh doanh xăng dầu, gas hoặc hóa chất, mái nhà thông nhau [Điểm: 3, Rủi ro: critical]","- Nếu chọn (C): Khắc phục: Liền kề cơ sở có nguy cơ cháy cao (kho hàng, xưởng gỗ) mà không có tường ngăn cháy. Liên hệ đơn vị chuyên môn để được tư vấn giải pháp cụ thể.
- Nếu chọn (D): Lắp van ngắt gas tự động và đầu dò khí gas LPG. Đặt bình gas nơi thoáng, xa nguồn nhiệt tối thiểu 1.5m."
83,Nguyên nhân khác / Rủi ro bổ sung,Mức độ nhận thức và ý thức về an toàn PCCC của toàn thể nhân viên tại cơ sở như thế nào?,single,"A) 100% nhân viên được đào tạo PCCC, biết dùng bình chữa cháy, biết lối thoát, số 114 [Điểm: 0, Rủi ro: safe]
B) Phần lớn nhân viên biết cơ bản, một số nhân viên mới chưa được đào tạo [Điểm: 1, Rủi ro: low]
C) Nhân viên ít quan tâm PCCC, không biết vị trí bình chữa cháy và lối thoát nạn [Điểm: 2, Rủi ro: high]
D) Nhân viên hoàn toàn không có kiến thức PCCC, chưa từng được phổ biến hay đào tạo [Điểm: 3, Rủi ro: critical]","- Nếu chọn (C): Mua bổ sung bình chữa cháy ABC 4kg: 1 bình/50m². Đặt nơi dễ lấy, cao 0.8-1.5m. Kiểm tra hạn sử dụng hàng quý.
- Nếu chọn (D): Khắc phục: Nhân viên hoàn toàn không có kiến thức PCCC, chưa từng được phổ biến hay đào tạo. Liên hệ đơn vị chuyên môn để được tư vấn giải pháp cụ thể."
84,Nguyên nhân khác / Rủi ro bổ sung,"Cơ sở có đang hoặc vừa trải qua quá trình xây dựng, sửa chữa, cải tạo không? Công tác PCCC trong thời gian thi công được quản lý như thế nào?",single,"A) Không có thi công; hoặc có, đã thông báo Cảnh sát PCCC, có phương án PCCC tạm thời [Điểm: 0, Rủi ro: safe]
B) Đang sửa chữa nhỏ, có bình chữa cháy tại khu vực thi công nhưng chưa thông báo PCCC [Điểm: 1, Rủi ro: low]
C) Đang cải tạo lớn, hệ thống PCCC bị ngắt tạm thời, chưa có biện pháp bù đắp [Điểm: 2, Rủi ro: high]
D) Thi công trong khi vẫn hoạt động, PCCC bị vô hiệu hóa, hàn cắt không kiểm soát [Điểm: 3, Rủi ro: critical]","- Nếu chọn (C): Khắc phục: Đang cải tạo lớn, hệ thống PCCC bị ngắt tạm thời, chưa có biện pháp bù đắp. Liên hệ đơn vị chuyên môn để được tư vấn giải pháp cụ thể.
- Nếu chọn (D): Lập phiếu xin phép hàn cắt. Dọn sạch vật liệu dễ cháy 10m xung quanh. Bố trí 1 bình chữa cháy + 1 người giám sát."
85,Nguyên nhân khác / Rủi ro bổ sung,"Rác thải, vật liệu phế phẩm và phế liệu có tích tụ tại cơ sở mà không được thu gom kịp thời không?",single,"A) Thu gom rác hàng ngày, phế liệu xử lý kịp thời, khu vực rác sạch sẽ, thùng có nắp [Điểm: 0, Rủi ro: safe]
B) Thu gom 2-3 ngày/lần, có thùng chứa nhưng đôi khi đầy tràn [Điểm: 1, Rủi ro: low]
C) Rác phế liệu tích tụ thành đống trong góc xưởng, chưa xử lý nhiều ngày [Điểm: 2, Rủi ro: high]
D) Phế liệu dễ cháy chất đống lớn, gần nguồn nhiệt/điện, lâu ngày không thu gom [Điểm: 3, Rủi ro: critical]","- Nếu chọn (C): Thu gom rác thải hữu cơ hàng ngày vào thùng kim loại có nắp. Không để tích tụ quá 24 giờ.
- Nếu chọn (D): Bảo quản vật liệu dễ tự cháy nơi thông thoáng, không chất đống. Kiểm tra nhiệt độ kho định kỳ hàng ngày."
86,Nguyên nhân khác / Rủi ro bổ sung,"Nhà thầu phụ, kỹ thuật viên bên ngoài hoặc nhân viên giao hàng vào cơ sở có được phổ biến quy tắc PCCC không?",single,"A) Có quy trình phổ biến PCCC bắt buộc cho người ngoài, đăng ký ra vào, có nhân viên đi kèm [Điểm: 0, Rủi ro: safe]
B) Có nhắc nhở cơ bản nhưng không có quy trình chính thức, không đăng ký [Điểm: 1, Rủi ro: low]
C) Nhà thầu ra vào tự do, không phổ biến PCCC, tự ý hàn cắt khi cần [Điểm: 2, Rủi ro: high]
D) Nhà thầu mang thiết bị phát lửa vào khu vực nguy hiểm, không ai kiểm soát [Điểm: 3, Rủi ro: critical]","- Nếu chọn (C): Lập phiếu xin phép hàn cắt. Dọn sạch vật liệu dễ cháy 10m xung quanh. Bố trí 1 bình chữa cháy + 1 người giám sát.
- Nếu chọn (D): Khắc phục: Nhà thầu mang thiết bị phát lửa vào khu vực nguy hiểm, không ai kiểm soát. Liên hệ đơn vị chuyên môn để được tư vấn giải pháp cụ thể."
87,Nguyên nhân khác / Rủi ro bổ sung,"Trong các dịp lễ hội, sự kiện hoặc mùa tăng ca cao điểm, cơ sở có điều chỉnh biện pháp PCCC không?",single,"A) Tăng cường trực PCCC, kiểm tra điện trước sự kiện, bổ sung bình chữa cháy, giới hạn người [Điểm: 0, Rủi ro: safe]
B) Có nhắc nhở chung nhưng không tăng cường trực hay kiểm tra thêm [Điểm: 1, Rủi ro: low]
C) Không điều chỉnh, thêm đèn trang trí gây quá tải điện, lối thoát bị thu hẹp do đông người [Điểm: 2, Rủi ro: high]
D) Sự kiện đông nghịt vượt sức chứa, đèn trang trí bịt kín lối thoát, không ai phụ trách PCCC [Điểm: 3, Rủi ro: critical]","- Nếu chọn (C): Dọn sạch lối thoát hiểm ngay. Lắp đèn EXIT phát quang và đèn chiếu sáng sự cố. Không khóa cửa thoát nạn.
- Nếu chọn (D): Dọn sạch lối thoát hiểm ngay. Lắp đèn EXIT phát quang và đèn chiếu sáng sự cố. Không khóa cửa thoát nạn."
88,Nguyên nhân khác / Rủi ro bổ sung,Nhân viên có sử dụng điện thoại hoặc sạc pin cá nhân trong khu vực nguy hiểm hoặc kho hàng không?,single,"A) Cấm sử dụng và sạc thiết bị cá nhân trong khu nguy hiểm/kho, có biển cấm, có chế tài [Điểm: 0, Rủi ro: safe]
B) Cho phép sử dụng điện thoại nhưng cấm sạc pin trong kho hàng và khu nguy hiểm [Điểm: 1, Rủi ro: low]
C) Nhân viên tự ý sạc pin trong kho hàng, cắm vào ổ cắm không được phép [Điểm: 2, Rủi ro: high]
D) Sạc nhiều điện thoại cùng lúc bằng ổ cắm tạm trong kho hàng dễ cháy, sạc qua đêm [Điểm: 3, Rủi ro: critical]","- Nếu chọn (C): Khắc phục: Nhân viên tự ý sạc pin trong kho hàng, cắm vào ổ cắm không được phép. Liên hệ đơn vị chuyên môn để được tư vấn giải pháp cụ thể.
- Nếu chọn (D): Khắc phục: Sạc nhiều điện thoại cùng lúc bằng ổ cắm tạm trong kho hàng dễ cháy, sạc qua đêm. Liên hệ đơn vị chuyên môn để được tư vấn giải pháp cụ thể."
89,Nguyên nhân khác / Rủi ro bổ sung,Phòng máy chủ (server room) hoặc phòng điều khiển của cơ sở có được bảo vệ PCCC chuyên dụng không?,single,"A) Có hệ thống chữa cháy khí sạch, báo cháy sớm, kiểm soát ra vào, ĐHKK dự phòng [Điểm: 0, Rủi ro: safe]
B) Có báo cháy và bình CO₂ riêng, ĐHKK hoạt động nhưng chưa có chữa cháy tự động [Điểm: 1, Rủi ro: low]
C) Phòng server không có PCCC riêng, chung hệ thống với tòa nhà, nhiều giấy tờ trong phòng [Điểm: 2, Rủi ro: high]
D) Phòng server không có PCCC, ĐHKK hỏng, nhiệt độ cao, máy chạy quá tải liên tục [Điểm: 3, Rủi ro: critical]","- Nếu chọn (C): Khắc phục: Phòng server không có PCCC riêng, chung hệ thống với tòa nhà, nhiều giấy tờ trong phòng. Liên hệ đơn vị chuyên môn để được tư vấn giải pháp cụ thể.
- Nếu chọn (D): Khắc phục: Phòng server không có PCCC, ĐHKK hỏng, nhiệt độ cao, máy chạy quá tải liên tục. Liên hệ đơn vị chuyên môn để được tư vấn giải pháp cụ thể."
90,Nguyên nhân khác / Rủi ro bổ sung,Cơ sở có bảo hiểm cháy nổ hợp lệ và kế hoạch khôi phục hoạt động sau sự cố cháy (Business Continuity Plan) không?,single,"A) Có bảo hiểm cháy nổ bắt buộc còn hiệu lực và BCP được lập, cập nhật hàng năm [Điểm: 0, Rủi ro: safe]
B) Có bảo hiểm cháy nổ nhưng chưa có kế hoạch khôi phục hoạt động sau cháy [Điểm: 1, Rủi ro: low]
C) Bảo hiểm cháy nổ đã hết hạn hoặc mức bảo hiểm quá thấp so với giá trị tài sản [Điểm: 2, Rủi ro: high]
D) Không có bảo hiểm cháy nổ, không có BCP, chưa từng nghĩ đến kịch bản sau cháy [Điểm: 3, Rủi ro: critical]","- Nếu chọn (C): Khắc phục: Bảo hiểm cháy nổ đã hết hạn hoặc mức bảo hiểm quá thấp so với giá trị tài sản. Liên hệ đơn vị chuyên môn để được tư vấn giải pháp cụ thể.
- Nếu chọn (D): Khắc phục: Không có bảo hiểm cháy nổ, không có BCP, chưa từng nghĩ đến kịch bản sau cháy. Liên hệ đơn vị chuyên môn để được tư vấn giải pháp cụ thể."
91,Đặc thù: Sản xuất công nghiệp,"Quy trình sản xuất có sử dụng nhiệt độ cao (lò nung, lò sấy, nhiệt đóng gói) có được kiểm soát tự động không?",single,"A) Có thermostat tự động, ngắt quá nhiệt dự phòng độc lập, kiểm tra hiệu chuẩn định kỳ [Điểm: 0, Rủi ro: safe]
B) Có thermostat nhưng chưa hiệu chuẩn lại gần đây, không có ngắt quá nhiệt dự phòng [Điểm: 1, Rủi ro: low]
C) Điều chỉnh nhiệt thủ công, không có ngắt tự động, công nhân tự theo dõi bằng mắt [Điểm: 2, Rủi ro: high]
D) Thiết bị gia nhiệt tự chế, không kiểm soát nhiệt, đã xảy ra quá nhiệt gây hỏng sản phẩm [Điểm: 3, Rủi ro: critical]","- Nếu chọn (C): Khắc phục: Điều chỉnh nhiệt thủ công, không có ngắt tự động, công nhân tự theo dõi bằng mắt. Liên hệ đơn vị chuyên môn để được tư vấn giải pháp cụ thể.
- Nếu chọn (D): Khắc phục: Thiết bị gia nhiệt tự chế, không kiểm soát nhiệt, đã xảy ra quá nhiệt gây hỏng sản phẩm. Liên hệ đơn vị chuyên môn để được tư vấn giải pháp cụ thể."
92,Đặc thù: Sản xuất công nghiệp,"Khu vực sơn, phun sơn hoặc sử dụng dung môi hữu cơ có được thông gió và kiểm soát nồng độ hơi không?",single,"A) Có buồng sơn kín với quạt hút, bộ lọc, cảm biến VOC, thiết bị điện đạt cấp Ex phòng nổ [Điểm: 0, Rủi ro: safe]
B) Có quạt hút nhưng không có cảm biến VOC, thiết bị điện chưa đạt cấp Ex [Điểm: 1, Rủi ro: low]
C) Sơn phun trong xưởng mở, chỉ dùng quạt thông gió thường, hơi dung môi lan tỏa [Điểm: 2, Rủi ro: high]
D) Phun sơn/dung môi trong phòng kín, không thông gió, nồng độ hơi cao, có ổ cắm thường [Điểm: 3, Rủi ro: critical]","- Nếu chọn (C): Khắc phục: Sơn phun trong xưởng mở, chỉ dùng quạt thông gió thường, hơi dung môi lan tỏa. Liên hệ đơn vị chuyên môn để được tư vấn giải pháp cụ thể.
- Nếu chọn (D): Khắc phục: Phun sơn/dung môi trong phòng kín, không thông gió, nồng độ hơi cao, có ổ cắm thường. Liên hệ đơn vị chuyên môn để được tư vấn giải pháp cụ thể."
93,Đặc thù: Sản xuất công nghiệp,"Hệ thống truyền tải bụi (ống hút bụi, silo, cyclone) có được vệ sinh và kiểm tra nguy cơ nổ bụi định kỳ không?",single,"A) Có lịch vệ sinh định kỳ, kiểm tra nguy cơ nổ bụi, van xả áp trên silo/cyclone [Điểm: 0, Rủi ro: safe]
B) Vệ sinh hàng tháng nhưng chưa đánh giá nguy cơ nổ bụi chuyên sâu [Điểm: 1, Rủi ro: low]
C) Lâu chưa vệ sinh, bụi tích tụ dày trong ống dẫn, silo chưa có van xả áp [Điểm: 2, Rủi ro: high]
D) Bụi tích cực dày trong toàn hệ thống, đã xảy ra phồng ống hoặc cháy nhỏ trong hệ thống hút [Điểm: 3, Rủi ro: critical]","- Nếu chọn (C): Khắc phục: Lâu chưa vệ sinh, bụi tích tụ dày trong ống dẫn, silo chưa có van xả áp. Liên hệ đơn vị chuyên môn để được tư vấn giải pháp cụ thể.
- Nếu chọn (D): Khắc phục: Bụi tích cực dày trong toàn hệ thống, đã xảy ra phồng ống hoặc cháy nhỏ trong hệ thống hút. Liên hệ đơn vị chuyên môn để được tư vấn giải pháp cụ thể."
94,Đặc thù: Sản xuất công nghiệp,"Chất làm mát (coolant), dầu cắt gọt kim loại có tích tụ trên phoi kim loại và mùn cưa không?",single,"A) Phoi kim loại thu gom ngay, dầu coolant hứng trong khay, xử lý hàng ngày [Điểm: 0, Rủi ro: safe]
B) Thu gom cuối ca, phoi có dính dầu nhưng lượng nhỏ, cách xa nguồn nhiệt [Điểm: 1, Rủi ro: low]
C) Phoi kim loại dính dầu tích đống nhiều ngày gần máy tiện, máy phay đang chạy [Điểm: 2, Rủi ro: high]
D) Phoi dính dầu chất đống lớn gần nguồn nhiệt/hàn cắt, đã có hiện tượng bốc khói [Điểm: 3, Rủi ro: critical]","- Nếu chọn (C): Bảo quản xăng dầu trong kho riêng, xa nguồn nhiệt/điện. Dùng can chuyên dụng có nắp kín, gắn nhãn cảnh báo.
- Nếu chọn (D): Lập phiếu xin phép hàn cắt. Dọn sạch vật liệu dễ cháy 10m xung quanh. Bố trí 1 bình chữa cháy + 1 người giám sát."
95,Đặc thù: Sản xuất công nghiệp,Hệ thống điện trong nhà xưởng có được thiết kế và bảo trì phù hợp với tải sản xuất thực tế hiện tại không?,single,"A) Hệ thống điện thiết kế theo tải sản xuất, có dự phòng 20%, kiểm tra định kỳ bởi kỹ sư điện [Điểm: 0, Rủi ro: safe]
B) Hệ thống đáp ứng tải hiện tại nhưng không còn dư phòng cho thiết bị mới [Điểm: 1, Rủi ro: low]
C) Đã bổ sung nhiều máy mới mà không nâng cấp hệ thống điện, CB thỉnh thoảng nhảy [Điểm: 2, Rủi ro: high]
D) Hệ thống điện quá tải nghiêm trọng, dây nóng khi chạy, đã phải nối tắt CB vì nhảy liên tục [Điểm: 3, Rủi ro: critical]","- Nếu chọn (C): Kiểm tra và thay thế aptomat không đúng dòng định mức. Thử test aptomat bằng cách nhấn nút TEST hàng tháng.
- Nếu chọn (D): Kiểm tra và thay thế aptomat không đúng dòng định mức. Thử test aptomat bằng cách nhấn nút TEST hàng tháng."
